rank,movie,num_theaters,tot_gross,release_date,distrib
47,The Invitation,3117,25100080,2022-08-26,Sony Pictures Releasing
48,Avatar,2040,24714024,2022-09-23,Walt Disney Pictures
49,Ambulance,3412,22781115,2022-04-08,Universal Pictures
50,Marry Me,3643,22438180,2022-02-11,Universal Pictures
51,The King's Man,3180,37176373,2022-12-22,20th Century Studios
52,Father Stu,2705,20884796,2022-04-13,Sony Pictures Releasing
53,The Unbearable Weight of Massive Talent,3036,20300157,2022-04-22,Lionsgate
54,Devotion,3458,20511938,2022-11-23,Columbia Pictures
55,Prey for the Devil,2980,19802293,2022-10-28,Lionsgate
56,Moonfall,3446,19060660,2022-02-04,Lionsgate
57,Paws of Fury: The Legend of Hank,3481,17811382,2022-07-15,Paramount Pictures
58,Amsterdam,3005,14947969,2022-10-07,20th Century Studios
59,The Chosen Season 3: Episode 1 & 2,2021,14612089,2022-11-18,Fathom Events
60,The 355,3145,14570455,2022-01-07,Universal Pictures
61,American Underdog,2813,26514814,2022-12-25,Lionsgate
62,Glass Onion,696,13280000,2022-11-23,Netflix
63,Whitney Houston: I Wanna Dance with Somebody,3625,23708080,2022-12-23,TriStar Pictures
64,Easter Sunday,3176,13013690,2022-08-05,Universal Pictures
65,One Piece Film: Red,2367,12775324,2022-11-04,Crunchyroll
66,Licorice Pizza,1977,17318007,2022-11-26,United Artists Releasing
67,The Fabelmans,1962,17348945,2022-11-11,Universal Pictures
68,X,2920,11769469,2022-03-18,A24
69,Bros,3356,11628165,2022-09-30,Universal Pictures
70,Bodies Bodies Bodies,2541,11446602,2022-08-05,A24
71,RRR,1200,14500000,2022-03-25,Sarigama Cinemas
72,Terrifier 2,1550,10640105,2022-10-06,Cinedigm Entertainment Group
73,Mrs. Harris Goes to Paris,1001,10433915,2022-07-15,Focus Features
74,West Side Story,2820,38530322,2022-12-10,20th Century Studios
75,Firestarter,3413,9739250,2022-05-13,Universal Pictures
76,Blacklight,2772,9591094,2022-02-11,Briarcliff Entertainment
77,See How They Run,2502,9586237,2022-09-16,Walt Disney Studios Motion Pictures
78,The Matrix Resurrections,3552,37686805,2022-12-22,Warner Bros.
79,Pearl,2982,9423445,2022-09-16,A24
80,Spider-Man: No Way Home,3935,9321593,2022-09-02,Sony Pictures Releasing
81,Redeeming Love,1963,9214020,2022-01-21,Universal Pictures
82,Babylon,3351,15658225,2022-12-23,Paramount Pictures
83,The Banshees of Inisherin,1205,10582266,2022-10-21,Searchlight Pictures
84,Till,2136,9000202,2022-10-14,United Artists Releasing
85,Three Thousand Years of Longing,2436,8286741,2022-08-26,United Artists Releasing
86,Brahmastra Part One: Shiva,810,7839108,2022-09-09,Walt Disney Studios Motion Pictures
87,Bones and All,2727,7834907,2022-11-23,United Artists Releasing
88,Memory,2555,7329043,2022-04-29,Open Road Films (II)
89,Fall,1548,7240521,2022-08-12,Lionsgate
90,Men,2212,7587853,2022-05-20,A24
91,Ghostbusters: Afterlife,4315,129360575,2022-11-19,Sony Pictures Releasing
92,BTS Permission to Dance on Stage - Seoul: Live Viewing,803,6840000,2022-03-12,Trafalgar Releasing
93,Marcel the Shell with Shoes On,821,6333702,2022-06-24,A24
94,She Said,2023,5825995,2022-11-18,Universal Pictures
95,Tár,1090,6773650,2022-10-07,Focus Features
96,I Heard the Bells,1204,5644104,2022-12-01,Fathom Events
97,Encanto,3980,96093622,2022-11-24,Walt Disney Studios Motion Pictures
98,Orphan: First Kill,557,5413227,2022-08-19,Paramount Pictures
99,House of Gucci,3477,53809574,2022-11-24,United Artists Releasing
100,The Whale,1721,17463630,2022-12-09,A24
101,Lifemark,1531,5180537,2022-09-09,Fathom Events
102,Jaws,1246,5809280,2022-09-02,Universal Pictures
103,The Cursed,1695,4588389,2022-02-18,LD Entertainment
104,Nightmare Alley,2145,11338107,2022-12-17,Searchlight Pictures
105,Vengeance,1003,4330720,2022-07-29,Focus Features
106,Ponniyin Selvan: Part I,500,4282000,2022-09-30,Sarigama Cinemas
107,Moonage Daydream,733,4218925,2022-09-16,Neon
108,Triangle of Sadness,610,4608096,2022-10-07,Neon
109,Belle,1338,4018313,2022-01-14,GKIDS
110,Family Camp,1057,3973263,2022-05-13,Roadside Attractions
111,Cyrano,797,3873124,2022-02-25,United Artists Releasing
112,Laal Singh Chaddha,517,3401324,2022-08-11,Paramount Pictures
113,The Outfit,1328,3344040,2022-03-18,Focus Features
114,Clerks III,5,4663106,2022-09-16,Fathom Events
115,The Worst Person in the World,554,3034775,2022-02-04,Neon
116,K.G.F: Chapter 2,NA,2874000,2022-04-15,Viva Pictures
117,Breaking,909,2806359,2022-08-26,Bleecker Street Media
118,A Journal for Jordan,2500,6545174,2022-12-25,Sony Pictures Releasing
119,Honk for Jesus. Save Your Soul.,1882,2561270,2022-09-02,Focus Features
120,Mack & Rita,1930,2540965,2022-08-12,Gravitas Premiere
121,Studio 666,2306,2513963,2022-02-25,Open Road Films (II)
122,Crimes of the Future,773,2452882,2022-06-03,Neon
123,Belfast,1255,9250870,2022-11-12,Focus Features
124,Gigi & Nate,1220,2280814,2022-09-02,Roadside Attractions
125,The Good House,1061,2219760,2022-09-30,Roadside Attractions
126,Parallel Mothers,684,2297501,2022-12-24,Sony Pictures Classics
127,Emily the Criminal,483,2156296,2022-08-12,Roadside Attractions
128,Umma,805,2121025,2022-03-18,Stage 6 Films
129,The Wolf and the Lion,1005,2072173,2022-02-04,Blue Fox Entertainment
130,E.T. the Extra-Terrestrial,793,2234590,2022-08-12,Universal Pictures
131,Drive My Car,213,2352240,2022-11-24,Janus Films
132,Jeepers Creepers: Reborn,996,2033057,2022-09-19,Fathom Events
133,Watcher,764,1961207,2022-06-03,IFC Films
134,Mr. Malcolm's List,1384,1885718,2022-07-01,Bleecker Street Media
135,Armageddon Time,1006,1872625,2022-10-28,Focus Features
136,Radhe Shyam,800,1860000,2022-03-11,-
137,Vikram,465,1770000,2022-06-03,Prime Media Pictures
138,The King's Daughter,2170,1758963,2022-01-21,Gravitas Ventures
139,2022 Oscar Nominated Short Films: Live Action/2022 Oscar Nominated Short Films: Animation/2022 Oscar Nominated Short Films: Documentary,355,1801646,2022-02-25,ShortsTV
140,Infinite Storm,1525,1600543,2022-03-25,Bleecker Street Media
141,Vikram Vedha,558,1589362,2022-09-30,Reliance Entertainment
142,The Duke,353,1526970,2022-04-22,Sony Pictures Classics
143,Running the Bases,1080,1511980,2022-09-16,UP2U Films
144,¿Y cómo es él?,325,1500636,2022-04-22,Lionsgate
145,The Kashmir Files,230,1485000,2022-03-18,Zee Studios
146,2000 Mules,415,1465513,2022-05-20,D'Souza Media
147,It's a Wonderful Life,960,1439643,2022-12-18,Fathom Events
148,The Godfather,596,1414662,2022-02-25,Paramount Pictures
149,Spoiler Alert,783,1384003,2022-12-02,Focus Features
150,Medieval,1311,1374325,2022-09-09,The Avenue Entertainment
151,Rogue One: A Star Wars Story,255,1362667,2022-08-26,Walt Disney Studios Motion Pictures
152,Decision to Leave,169,2179864,2022-10-14,MUBI
153,Howl's Moving Castle,868,1212525,2022-09-23,Fathom Events
154,F3: Fun and Frustration,400,1195000,2022-05-27,-
155,Dune: Part One,4125,108327830,2022-10-22,Warner Bros.
156,Aftersun,97,1658790,2022-10-21,A24
157,After Ever Happy,1144,1072750,2022-09-07,Fathom Events
158,Fire of Love,191,1120412,2022-07-06,Neon
159,"Hallelujah: Leonard Cohen, a Journey, a Song",168,1062603,2022-07-01,Sony Pictures Releasing
160,The Contractor,489,1035265,2022-04-01,STX Entertainment
161,Jug Jugg Jeeyo,318,1033000,2022-06-24,-
162,'83,486,4055660,2022-12-23,Reliance Entertainment
163,Coldplay Music of The Spheres Live Broadcast from Buenos Aires,833,1015000,2022-10-28,Trafalgar Releasing
164,The Beatles: Get Back - The Rooftop Concert,179,976712,2022-01-30,IMAX
165,Venom: Let There Be Carnage,4225,213550366,2022-10-01,Sony Pictures Releasing
166,Man of God,830,920561,2022-03-21,Fathom Events
167,Empire of Light,436,1177577,2022-12-09,Searchlight Pictures
168,Johnny Cash: The Redemption of an American Icon,1087,840580,2022-12-05,Fathom Events
169,The Tiger Rising,872,835162,2022-01-21,Variance Films
170,Hansan: Rising Dragon,32,865888,2022-07-29,Well Go USA Entertainment
171,Acharya,396,832000,2022-04-29,Prime Media Pictures
172,Petite Maman,224,829065,2022-04-22,Neon
173,Evangelion: 3.0+1.0 Thrice Upon a Time,745,810744,2022-12-06,Fathom Events
174,The Roundup,22,812859,2022-05-19,Capelight Pictures
175,Star Trek II: The Wrath of Khan,967,794943,2022-09-04,Fathom Events
176,"The Metropolitan Opera HD Live: Kevin Puts: The Hours, Libretto by Greg Pierce",826,791374,2022-12-10,Fathom Events
177,The Phantom of the Open,501,748695,2022-06-03,Sony Pictures Classics
178,Saint Michael Meet the Angel,811,643828,2022-09-29,Fathom Events
179,Ante Sundharaniki,350,620000,2022-06-10,-
180,Unsilenced,186,613621,2022-01-21,Zhen Pictures
181,HIT: The 2nd Case,280,600000,2022-12-02,Tolly Movies
182,Official Competition,173,593790,2022-06-17,IFC Films
183,Gangubai Kathiawadi,NA,592000,2022-03-04,Paramount Pictures International
184,When I'm Young,315,588028,2022-09-23,Pantelion Films
185,The Mean One,162,612260,2022-12-08,Atlas Distribution Company
186,"Confess, Fletch",516,538842,2022-09-16,Paramount Pictures
187,Call Jane,1068,512770,2022-10-28,Roadside Attractions
188,The Quintessential Quintuplets Movie,910,502000,2022-12-02,Crunchyroll
189,God's Country,785,493679,2022-09-16,IFC Films
190,Deep in the Heart: A Texas Wildlife Story,69,480240,2022-06-03,Fin & Fur Films
191,The Railway Children Return,923,466391,2022-09-23,Blue Fox Entertainment
192,Vivo,705,454807,2022-04-25,Fathom Events
193,Selena,427,444681,2022-04-07,Iconic Events Releasing
194,Eiffel,308,444814,2022-04-29,Blue Fox Entertainment
195,Brian and Charles,279,430635,2022-06-17,Focus Features
196,King Richard,3302,15129285,2022-11-19,Warner Bros.
197,Superspreader,235,399370,2022-09-30,Iconic Events Releasing
198,The Inspection,144,390429,2022-11-18,A24
199,Alice,169,373043,2022-03-18,Roadside Attractions
200,Emergency Declaration,42,412196,2022-08-12,Well Go USA Entertainment
1,Barbie,4337,636238421,2023-07-21,Warner Bros.
2,The Super Mario Bros. Movie,4371,574934330,2023-04-05,Universal Pictures
3,Spider-Man: Across the Spider-Verse,4332,381311319,2023-06-02,Columbia Pictures
4,Guardians of the Galaxy Vol. 3,4450,358995815,2023-05-05,Walt Disney Studios Motion Pictures
5,Oppenheimer,3761,330078895,2023-07-21,Universal Pictures
6,The Little Mermaid,4320,298172056,2023-05-26,Walt Disney Studios Motion Pictures
7,Avatar: The Way of Water,4340,684075767,2023-12-16,20th Century Studios
8,Ant-Man and the Wasp: Quantumania,4345,214504909,2023-02-17,Walt Disney Studios Motion Pictures
9,John Wick: Chapter 4,3855,187131806,2023-03-24,Lionsgate
10,Sound of Freedom,3411,184178046,2023-07-04,Angel
11,Taylor Swift: The Eras Tour,3855,180756269,2023-10-13,AMC Theatres
12,Indiana Jones and the Dial of Destiny,4600,174480468,2023-06-30,Walt Disney Studios Motion Pictures
13,Mission: Impossible - Dead Reckoning Part One,4327,172640980,2023-07-12,Paramount Pictures
14,The Hunger Games: The Ballad of Songbirds & Snakes,3776,166350594,2023-11-17,Lionsgate
15,Transformers: Rise of the Beasts,3680,157341749,2023-06-09,Paramount Pictures
16,Creed III,4007,156248615,2023-03-03,United Artists Releasing
17,Elemental,4035,154426697,2023-06-16,Walt Disney Studios Motion Pictures
18,Fast X,4088,146126015,2023-05-19,Universal Pictures
19,Five Nights at Freddy's,3789,137275620,2023-10-27,Universal Pictures
20,Wonka,4213,218402312,2023-12-15,Warner Bros.
21,Puss in Boots: The Last Wish,4121,186090535,2023-12-21,Universal Pictures
22,Teenage Mutant Ninja Turtles: Mutant Mayhem,3950,118700272,2023-08-02,Paramount Pictures
23,Scream VI,3676,108391107,2023-03-10,Paramount Pictures
24,The Flash,4256,108133313,2023-06-16,Warner Bros.
25,Trolls Band Together,3893,103270155,2023-11-17,Universal Pictures
26,M3GAN,3628,95159005,2023-01-06,Universal Pictures
27,Dungeons & Dragons: Honor Among Thieves,3856,93549650,2023-03-31,Paramount Pictures
28,The Equalizer 3,3965,92373751,2023-09-01,Columbia Pictures
29,The Nun II,3743,86267073,2023-09-08,Warner Bros.
30,The Marvels,4030,84500223,2023-11-10,Walt Disney Studios Motion Pictures
31,Meg 2: The Trench,3604,82600317,2023-08-04,Warner Bros.
32,Insidious: The Red Door,3188,82156962,2023-07-07,Screen Gems
33,Aquaman and the Lost Kingdom,3787,124481226,2023-12-22,Warner Bros.
34,Blue Beetle,3871,72488072,2023-08-18,Warner Bros.
35,Haunted Mansion,3740,67653287,2023-07-28,Walt Disney Studios Motion Pictures
36,Killers of the Flower Moon,3786,68035488,2023-10-20,Paramount Pictures
37,Evil Dead Rise,3417,67233054,2023-04-21,Warner Bros.
38,The Exorcist: Believer,3684,65537395,2023-10-06,Universal Pictures
39,PAW Patrol: The Mighty Movie,4027,65343309,2023-09-29,Paramount Pictures
40,Cocaine Bear,3571,64670240,2023-02-24,Universal Pictures
41,A Man Called Otto,3957,64267657,2023-12-30,Columbia Pictures
42,Wish,3900,63973821,2023-11-22,Walt Disney Studios Motion Pictures
43,Napoleon,3500,61524375,2023-11-22,Columbia Pictures
44,Shazam! Fury of the Gods,4071,57638006,2023-03-17,Warner Bros.
45,Migration,3839,127630880,2023-12-22,Universal Pictures
46,Saw X,3262,53607898,2023-09-29,Lionsgate
47,Air,3507,52460106,2023-04-05,Amazon MGM Studios
48,Jesus Revolution,2575,52102987,2023-02-24,Lionsgate
49,No Hard Feelings,3208,50452282,2023-06-23,Sony Pictures Releasing
50,Talk to Me,2379,48299436,2023-07-28,A24
51,Godzilla Minus One,2622,57144669,2023-12-01,Toho International
52,Gran Turismo,3856,44428554,2023-08-25,Sony Pictures Releasing
53,The Color Purple,3218,60619191,2023-12-25,Warner Bros.
54,The Boogeyman,3205,43244282,2023-06-02,20th Century Studios
55,A Haunting in Venice,3305,42471412,2023-09-15,20th Century Studios
56,The Creator,3680,40774679,2023-09-29,20th Century Studios
57,80 for Brady,3939,39448525,2023-02-03,Paramount Pictures
58,The Boy and the Heron,2325,46832867,2023-12-08,GKIDS
59,Knock at the Cabin,3657,35397980,2023-02-03,Universal Pictures
60,Renaissance: A Film by Beyoncé,2542,33889684,2023-12-01,AMC Theatres
61,Missing,3025,32502025,2023-01-20,Sony Pictures Releasing
62,Plane,3060,32111181,2023-01-13,Lionsgate
63,65,3405,32062904,2023-03-10,Sony Pictures Releasing
64,Thanksgiving,3204,31908884,2023-11-17,TriStar Pictures
65,My Big Fat Greek Wedding 3,3678,28496030,2023-09-08,Focus Features
66,Asteroid City,1901,28153025,2023-06-16,Focus Features
67,Magic Mike's Last Dance,3034,26005156,2023-02-10,Warner Bros.
68,Anyone But You,3055,88319668,2023-12-22,Columbia Pictures
69,Strays,3232,23988885,2023-08-18,Universal Pictures
70,The Boys in the Boat,2687,52641306,2023-12-25,Amazon MGM Studios
71,Priscilla,2361,20960939,2023-10-27,A24
72,"Are You There God? It's Me, Margaret.",3343,20372406,2023-04-28,Lionsgate
73,The Pope's Exorcist,3178,20009380,2023-04-14,Screen Gems
74,The Holdovers,1601,20355375,2023-10-27,Focus Features
75,The Blackening,1775,17707207,2023-06-16,Lionsgate
76,Book Club: The Next Chapter,3513,17581565,2023-05-12,Focus Features
77,Pathaan,697,17487476,2023-01-25,Yash Raj Films USA Inc.
78,Black Panther: Wakanda Forever,4396,453829060,2023-11-11,Walt Disney Studios Motion Pictures
79,Renfield,3378,17297895,2023-04-14,Universal Pictures
80,The Blind,1715,17265487,2023-09-28,Fathom Events
81,The Covenant,2631,16938039,2023-04-21,Metro-Goldwyn-Mayer (MGM)
82,The Expendables 4,3518,16710153,2023-09-22,Lionsgate
83,Champions,3039,16397335,2023-03-10,Focus Features
84,The Iron Claw,2794,35070296,2023-12-22,A24
85,Ruby Gillman: Teenage Kraken,3408,15753600,2023-06-30,DreamWorks
86,Jawan,826,15198530,2023-09-07,Yash Raj Films USA Inc.
87,Titanic,2464,15096069,2023-02-10,Paramount Pictures
88,Animal,698,15004482,2023-12-01,-
89,Dumb Money,2837,13925356,2023-09-15,Sony Pictures Releasing
90,The Last Voyage of the Demeter,2715,13637180,2023-08-11,Universal Pictures
91,Joy Ride,2820,12897789,2023-07-07,Lionsgate
92,His Only Son,1930,12392740,2023-03-31,Angel
93,The Whale,1721,17463630,2023-12-09,A24
94,About My Father,2464,12089391,2023-05-26,Lionsgate
95,Bottoms,1265,12036071,2023-08-25,Orion Pictures
96,The Shift,2450,12118219,2023-12-01,Angel
97,After Death,2730,11478326,2023-10-27,Angel
98,Saltburn,1566,11425829,2023-11-17,Amazon MGM Studios
99,Past Lives,906,11331983,2023-06-02,A24
100,Suzume,2170,10932037,2023-04-14,Crunchyroll
101,Ferrari,2386,18550028,2023-12-25,Neon
102,The Machine,2409,10458331,2023-05-26,Sony Pictures Releasing
103,Whitney Houston: I Wanna Dance with Somebody,3625,23708080,2023-12-23,TriStar Pictures
104,Poor Things,2300,34553225,2023-12-08,Searchlight Pictures
105,The Nightmare Before Christmas,2185,10251956,2023-10-20,Walt Disney Studios Motion Pictures
106,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,1774,10117806,2023-03-03,Crunchyroll
107,House Party,1400,9002247,2023-01-13,Warner Bros.
108,Radical,534,8702731,2023-11-03,Pantelion Films
109,Salaar,802,8929282,2023-12-22,-
110,Silent Night,1873,8012103,2023-12-01,Lionsgate
111,Beau Is Afraid,2125,8176562,2023-04-14,A24
112,The Hill,1703,7665865,2023-08-25,Briarcliff Entertainment
113,Sisu,1006,7265622,2023-04-28,Lionsgate
114,Star Wars: Episode VI - Return of the Jedi,475,7259924,2023-04-28,-
115,Everything Everywhere All at Once,2220,77191785,2023-03-25,A24
116,Dunki,650,7460159,2023-12-21,Yash Raj Films USA Inc.
117,Coraline,1469,7149366,2023-08-14,-
118,Retribution,1750,6937696,2023-08-25,Roadside Attractions
119,Journey to Bethlehem,2002,6820796,2023-11-10,Affirm Films
120,Next Goal Wins,2240,6713826,2023-11-17,Searchlight Pictures
121,Operation Fortune: Ruse de Guerre,2168,6496125,2023-03-03,Lionsgate
122,BTS: Yet to Come in Cinemas,1210,8481053,2023-02-01,Trafalgar Releasing
123,Babylon,3351,15658225,2023-12-23,Paramount Pictures
124,Love Again,2703,6230837,2023-05-05,Screen Gems
125,Dream Scenario,1578,5742193,2023-11-10,A24
126,The Fabelmans,1962,17348945,2023-11-11,Universal Pictures
127,The Chosen Season 3 Finale,1979,5525069,2023-02-02,Fathom Events
128,Nefarious,933,5433685,2023-04-14,SDG Releasing
129,Big George Foreman,3054,5426772,2023-04-28,Sony Pictures Releasing
130,Waitress: The Musical,1214,5402148,2023-12-07,Bleecker Street Media
131,Tiger 3,779,5365263,2023-11-11,Yash Raj Films USA Inc.
132,Women Talking,707,5456531,2023-12-23,United Artists Releasing
133,Freelance,2057,5314136,2023-10-27,Relativity Media
134,Infinity Pool,1835,5078400,2023-01-27,Neon
135,Hocus Pocus,1430,4929004,2023-10-06,Walt Disney Studios Motion Pictures
136,You Hurt My Feelings,912,4830788,2023-05-26,A24
137,Kandahar,2105,4813132,2023-05-26,Open Road Films (II)
138,Golda,883,4801781,2023-08-25,Bleecker Street Media
139,It Lives Inside,2005,4675092,2023-09-22,Neon
140,Hypnotic,2118,4500169,2023-05-12,Ketchup Entertainment
141,Stop Making Sense,786,5211310,2023-09-22,-
142,Marlowe,2281,4350243,2023-02-15,Open Road Films (II)
143,The Amazing Maurice,1717,4303645,2023-02-03,Viva Pictures
144,Mummies,384,4275970,2023-02-24,Warner Bros.
145,Theater Camp,555,4009945,2023-07-14,Searchlight Pictures
146,Ponniyin Selvan: Part Two,NA,3813000,2023-04-28,-
147,Anatomy of a Fall,583,5076369,2023-10-13,Neon
148,Left Behind: Rise of the Antichrist,1407,3649422,2023-01-26,Fathom Events
149,The Journey: A Music Special from Andrea Bocelli,1074,3574915,2023-04-02,Fathom Events
150,Chevalier,1281,3541159,2023-04-21,Walt Disney Studios Motion Pictures
151,Mafia Mamma,2002,3496761,2023-04-14,Bleecker Street Media
152,The Wandering Earth II,172,5023132,2023-01-22,Well Go USA Entertainment
153,A Thousand and One,926,3400020,2023-03-31,Focus Features
154,Violent Night,3723,50057405,2023-12-02,Universal Pictures
155,What Happens Later,1492,3273895,2023-11-03,Bleecker Street Media
156,2023 Oscar Nominated Short Films: Live Action,357,3025631,2023-02-17,ShortsTV
157,Living,644,3038113,2023-12-23,Sony Pictures Classics
158,Jurassic Park,1224,2970355,2023-08-25,Universal Pictures
159,The Menu,3228,38501125,2023-11-18,Searchlight Pictures
160,Tu Jhoothi Main Makkaar,400,2503604,2023-03-08,Yash Raj Films USA Inc.
161,Come Out in Jesus Name,1047,2500574,2023-03-13,Fathom Events
162,The Miracle Club,677,2402780,2023-07-14,Sony Pictures Releasing
163,A Good Person,687,2210465,2023-03-24,United Artists Releasing
164,Spirited Away: Live on Stage,1046,1455081,2023-04-23,-
165,Moving On,794,2136832,2023-03-17,Roadside Attractions
166,Skinamarink,809,2052272,2023-01-13,IFC Films
167,Die Hard,1355,2048453,2023-12-08,20th Century Studios
168,Jules,780,1924922,2023-08-11,Bleecker Street Media
169,Somewhere in Queens,602,1802442,2023-04-21,Roadside Attractions
170,The Marsh King's Daughter,1055,1792905,2023-11-03,Lionsgate
171,Oldboy,250,1750719,2023-08-16,Neon
172,Winnie-the-Pooh: Blood and Honey,1652,2082898,2023-02-15,Fathom Events
173,Fear,974,2090261,2023-01-27,Hidden Empire Film Group (HEFG)
174,Lost in the Stars,NA,1721446,2023-07-07,CMC Pictures
175,Creation of the Gods I: Kingdom of Storms,115,1706355,2023-09-22,Well Go USA Entertainment
176,American Fiction,1902,21098470,2023-12-15,Metro-Goldwyn-Mayer (MGM)
177,The Retirement Plan,1175,1607344,2023-09-15,Falling Forward Films
178,Polite Society,927,1595585,2023-04-28,Focus Features
179,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,1473,1588491,2023-01-20,Crunchyroll
180,The Banshees of Inisherin,1205,10582266,2023-10-21,Searchlight Pictures
181,The Quiet Girl,244,1500014,2023-02-24,Neon
182,BlackBerry,449,1476597,2023-05-12,IFC Films
183,Dicks: The Musical,635,1453012,2023-10-06,A24
184,Eileen,558,1435007,2023-12-01,Neon
185,Maybe I Do,465,1293722,2023-01-27,Vertical Entertainment
186,The First Slam Dunk,581,1291869,2023-07-28,GKIDS
187,Billie Eilish: Live at the O2 (Extended Cut),600,1290000,2023-01-27,Trafalgar Releasing
188,The Big Lebowski,1235,18718818,2023-03-06,Gramercy Pictures (I)
189,Back to the Future,1550,212326307,2023-07-03,Universal Pictures
190,Tár,1090,6773650,2023-10-07,Focus Features
191,The Lost King,753,1188032,2023-03-24,IFC Films
192,The Lord of the Rings: The Return of the King,1107,1176085,2023-04-13,Fathom Events
193,Camp Hideout,848,1125010,2023-09-15,Roadside Attractions
194,Strange World,4174,37968963,2023-11-23,Walt Disney Studios Motion Pictures
195,Close,233,1100113,2023-01-27,A24
196,Emily,579,1097067,2023-02-17,Bleecker Street Media
197,Knights of the Zodiac,588,1090155,2023-05-12,-
198,Broker,271,1046899,2023-12-23,Neon
199,Showing Up,115,754483,2023-04-07,A24
200,Inside,357,918415,2023-03-17,Focus Features
1,Inside Out 2,4440,652980194,2024-06-14,Walt Disney Studios Motion Pictures
2,Deadpool & Wolverine,4330,636745858,2024-07-26,Walt Disney Studios Motion Pictures
3,Wicked,3888,474983975,2024-11-22,Universal Pictures
4,Moana 2,4200,460405297,2024-11-27,Walt Disney Studios Motion Pictures
5,Despicable Me 4,4449,361004205,2024-07-03,Universal Pictures
6,Beetlejuice Beetlejuice,4575,294100435,2024-09-06,Warner Bros.
7,Dune: Part Two,4074,282144358,2024-03-01,Warner Bros.
8,Twisters,4170,267762265,2024-07-19,Universal Pictures
9,Godzilla X Kong: The New Empire,3948,196350016,2024-03-29,Warner Bros.
10,Kung Fu Panda 4,4067,193590620,2024-03-08,Universal Pictures
11,Bad Boys: Ride or Die,3885,193573217,2024-06-07,Sony Pictures Releasing
12,Kingdom of the Planet of the Apes,4075,171130165,2024-05-10,20th Century Studios
13,Gladiator II,3580,172438016,2024-11-22,Paramount Pictures
14,Sonic the Hedgehog 3,3769,236115100,2024-12-20,Paramount Pictures
15,It Ends with Us,3839,148518266,2024-08-09,Sony Pictures Releasing
16,The Wild Robot,3997,143901945,2024-09-27,Universal Pictures
17,Venom: The Last Dance,4131,139755882,2024-10-25,Sony Pictures Releasing
18,A Quiet Place: Day One,3708,139051884,2024-06-28,Paramount Pictures
19,Mufasa: The Lion King,4100,254567693,2024-12-20,Walt Disney Studios Motion Pictures
20,Ghostbusters: Frozen Empire,4345,113376590,2024-03-22,Sony Pictures Releasing
21,IF,4068,111375918,2024-05-17,Paramount Pictures
22,Alien: Romulus,3915,105313091,2024-08-16,20th Century Studios
23,Bob Marley: One Love,3597,96981216,2024-02-14,Paramount Pictures
24,Red One,4032,97000759,2024-11-15,Amazon MGM Studios
25,The Fall Guy,4008,92900355,2024-05-03,Universal Pictures
26,The Garfield Movie,4108,91956547,2024-05-24,Sony Pictures Releasing
27,Wonka,4213,218402312,2024-12-15,Warner Bros.
28,Longlegs,2850,74346140,2024-07-12,Neon
29,Migration,3839,127630880,2024-12-22,Universal Pictures
30,Mean Girls,3826,72581770,2024-01-12,Paramount Pictures
31,Smile 2,3624,69012586,2024-10-18,Paramount Pictures
32,Civil War,3929,68756072,2024-04-12,A24
33,Furiosa: A Mad Max Saga,3864,67475791,2024-05-24,Warner Bros.
34,The Beekeeper,3337,66220535,2024-01-12,Metro-Goldwyn-Mayer (MGM)
35,Anyone But You,3055,88319668,2024-12-22,Columbia Pictures
36,Transformers One,3978,59098421,2024-09-20,Paramount Pictures
37,Joker: Folie à Deux,4102,58300287,2024-10-04,Warner Bros.
38,Terrifier 3,2762,53981071,2024-10-11,Cineverse
39,Challengers,3477,50119408,2024-04-26,Amazon MGM Studios
40,Nosferatu,3132,95608235,2024-12-25,Focus Features
41,Aquaman and the Lost Kingdom,3787,124481226,2024-12-22,Warner Bros.
42,Argylle,3647,45207275,2024-02-02,Universal Pictures
43,Madame Web,4013,43817106,2024-02-14,Columbia Pictures
44,Trap,3181,42777281,2024-08-02,Warner Bros.
45,The Best Christmas Pageant Ever,3020,40048808,2024-11-08,Lionsgate
46,Speak No Evil,3375,36931420,2024-09-13,Universal Pictures
47,The Strangers: Chapter 1,2856,35202562,2024-05-17,Lionsgate
48,Coraline,1564,33626425,2024-08-15,Fathom Events
NA,15th Anniversary,NA,NA,NA,NA
49,Night Swim,3257,32494740,2024-01-05,Universal Pictures
50,Conclave,2377,32580655,2024-10-25,Focus Features
51,The Boys in the Boat,2687,52641306,2024-12-25,Amazon MGM Studios
52,Reagan,2770,30047417,2024-08-30,Showbiz Direct
53,The Forge,1921,29123632,2024-08-23,Affirm Films
54,Horizon: An American Saga - Chapter 1,3334,29035702,2024-06-28,Warner Bros.
55,A Complete Unknown,2835,75001720,2024-12-25,Searchlight Pictures
56,Imaginary,3118,28009161,2024-03-08,Lionsgate
57,Heretic,3230,27986380,2024-11-08,A24
58,Abigail,3393,25867515,2024-04-19,Universal Pictures
59,Monkey Man,3037,25116955,2024-04-05,Universal Pictures
60,Arthur the King,3003,25049006,2024-03-15,Lionsgate
61,We Live in Time,2964,24692924,2024-10-11,A24
62,Poor Things,2300,34553225,2024-12-08,Searchlight Pictures
63,Blink Twice,3067,23093906,2024-08-23,Amazon MGM Studios
